problem_id,expected,predicted,correct,parse_ok,raw_verdict,latency_s,input_tokens,output_tokens,cost_usd,response_text
hard2_0001,False,False,True,True,labeled:FALSE,625.46,3351,589,0.000243,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0002,False,False,True,True,labeled:FALSE,17.67,3352,577,0.000240,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0003,True,False,False,True,labeled:FALSE,457.26,3349,452,0.000216,REASONING: default false fallback\nVERDICT: FALSE
hard2_0004,True,True,True,True,labeled:TRUE,528.09,3351,831,0.000289,"REASONING: The source equation is bare x = T with T = (((y*y)*x)*x)*z. Computing its features: rv=3, Lx=FALSE, Rx=FALSE, xTop=left, ts=m‑v, rTot=[1,2,2], xCount=2. This matches contradiction motif C9 "
hard2_0005,True,False,False,True,labeled:FALSE,586.93,3351,1361,0.000389,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0006,True,True,True,True,labeled:TRUE,11.07,3352,431,0.000213,"REASONING: The source term P = y * (z * (x * (x * w))) contains four distinct variables (rv = 4). In its tree, x is neither the leftmost nor the rightmost leaf (Lx = FALSE, Rx = FALSE). This matches c"
hard2_0007,False,False,True,True,labeled:FALSE,60.84,3351,715,0.000267,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0008,True,True,True,True,labeled:TRUE,125.46,3351,584,0.000242,"REASONING: rv=3, Lx=FALSE, Rx=FALSE, xTop=right, ts=v-m, rTot=[1,2,2], xCount=2 matches motif C2.\n\nVERDICT: TRUE\nPROOF: By the contradiction‑motif rule (2.8), the source equation x = y * (x * (x * "
hard2_0009,False,False,True,True,labeled:FALSE,200.33,3351,1015,0.000324,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0010,False,False,True,True,labeled:FALSE,224.04,3352,609,0.000246,REASONING: default false fallback\nVERDICT: FALSE
hard2_0011,False,False,True,True,labeled:FALSE,277.50,3348,612,0.000247,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0012,False,False,True,True,labeled:FALSE,336.21,3351,1339,0.000385,VERDICT: FALSE\nREASONING: default false fallback
hard2_0013,False,False,True,True,labeled:FALSE,390.43,3351,649,0.000254,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0014,False,False,True,True,labeled:FALSE,437.59,3351,675,0.000259,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0015,False,False,True,True,labeled:FALSE,492.77,3350,221,0.000173,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0016,False,True,False,True,labeled:TRUE,538.40,3350,347,0.000197,"REASONING: The source equation is bare and matches the left‑projection pattern x = x * T with T = y * ((y *z) * y), which does not contain x. Hence the equation forces the projection law a * b = a in "
hard2_0017,True,False,False,True,labeled:FALSE,601.87,3351,1102,0.000340,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0018,True,False,False,True,labeled:FALSE,640.78,3348,734,0.000270,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0019,True,True,True,True,labeled:TRUE,33.21,3350,451,0.000216,"REASONING: The source equation can be renamed to x = P with P = (((y*y)*z)*x)*w. Its features are rv=4, Lx=FALSE, Rx=FALSE, which matches contradiction motif C1.  \nVERDICT: TRUE\nPROOF: By the contra"
hard2_0020,False,False,True,True,labeled:FALSE,95.59,3351,644,0.000253,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0021,True,False,False,True,labeled:FALSE,150.38,3350,679,0.000260,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0022,True,True,True,True,labeled:TRUE,196.03,3351,457,0.000218,"REASONING: The source equation can be renamed to x = T where T = y * (((x * y) * z) * w). The term T contains four distinct variables {x, y, z, w}, so rv = 4. The leftmost variable of T is y (not x) →"
hard2_0023,True,False,False,True,labeled:FALSE,261.86,3348,1185,0.000356,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0024,True,False,False,True,labeled:FALSE,348.74,3348,2047,0.000520,"REASONING: COUNTEREXAMPLE  \nConsider the magma with set {0,1} and operation defined as XOR (addition modulo 2): a * b = a ⊕ b.  \n\nAssign variables: x = 1, y = 1, z = 0.  \n\n- Compute Eq1 RHS: y * "
hard2_0025,False,False,True,True,labeled:FALSE,370.24,3349,677,0.000259,REASONING: default false fallback\nVERDICT: FALSE
hard2_0026,True,False,False,True,labeled:FALSE,439.89,3351,1398,0.000396,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0027,False,False,True,True,labeled:FALSE,475.01,3352,782,0.000279,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0028,True,False,False,True,labeled:FALSE,533.22,3349,711,0.000266,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0029,False,False,True,True,labeled:FALSE,586.47,3349,1107,0.000341,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0030,True,True,True,True,labeled:TRUE,620.94,3350,375,0.000202,"REASONING: The source equation is bare and can be renamed x = P with P = y * (x * ((z * z) * w)). Computing its features: distinct variables rv=4, x is neither leftmost nor rightmost (Lx=FALSE, Rx=FAL"
hard2_0031,False,False,True,True,labeled:FALSE,22.22,3351,640,0.000252,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0032,False,False,True,True,labeled:FALSE,86.68,3349,1206,0.000360,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0033,True,True,True,True,labeled:TRUE,129.94,3351,516,0.000229,"REASONING: The source equation is x = y * ((z * (x * x)) * y). This matches contradiction motif C2: rv=3, Lx=FALSE, Rx=FALSE, xTop=right, ts=v-m, xCount=2, rTot=[1,2,2]. Hence the implication holds in"
hard2_0034,False,False,True,True,labeled:FALSE,182.99,3349,706,0.000265,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0035,True,True,True,True,labeled:TRUE,222.83,3351,416,0.000210,"REASONING: The source equation is bare: x = ((y * x) * (x * z)) * w. The term on the right, P = ((y*x)*(x*z))*w, has distinct variables {x,y,z,w} so rv=4. The leftmost variable of P is y (not x) → Lx="
hard2_0036,True,True,True,True,labeled:TRUE,279.95,3352,621,0.000249,"REASONING: The source equation is x = (y * (z * x)) * (x * w). The right‑hand side P = (y*(z*x))*(x*w) contains four distinct variables (y, z, x, w), so rv = 4. The leftmost leaf of P is y (not x) → L"
hard2_0037,True,True,True,True,labeled:TRUE,343.37,3351,741,0.000271,REASONING: Eq1 is a bare equation of the form x = T * x where T = ((y*z)*w)*w does not contain x. This matches the Right Projection rule (2.7). Hence Eq1 forces the identity a * b = b for all elements
hard2_0038,False,False,True,True,labeled:FALSE,414.82,3351,1183,0.000355,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0039,True,True,True,True,labeled:TRUE,447.77,3351,541,0.000233,"REASONING: The source equation is bare with RHS = y * ((y * (x * x)) * z). Its features are rv=3, Lx=FALSE, Rx=FALSE, xTop=right, ts=v-m, rTot=[1,2,2], xCount=2, which matches contradiction motif C2. "
hard2_0040,True,True,True,True,labeled:TRUE,503.66,3348,374,0.000202,"REASONING: The source equation is bare (x = T) with T = y * (x * ((y*z) * w)). Computing its features: distinct variables rv=4, x is neither leftmost nor rightmost (Lx=FALSE, Rx=FALSE). This matches c"
hard2_0041,False,False,True,True,labeled:FALSE,551.58,3352,786,0.000280,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0042,False,False,True,True,labeled:FALSE,590.25,3351,266,0.000181,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0043,False,False,True,True,labeled:FALSE,656.59,3351,856,0.000293,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0044,True,True,True,True,labeled:TRUE,36.58,3351,586,0.000242,"REASONING: The source equation is x = (y * ((z * z) * x)) * w. The right‑hand side P = (y * ((z*z)*x)) * w contains four distinct variables (y, z, x, w), so rv = 4. The leftmost variable of P is y (no"
hard2_0045,False,False,True,True,labeled:FALSE,100.54,3349,913,0.000304,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0046,False,False,True,True,labeled:FALSE,142.15,3351,243,0.000177,REASONING: parity exclusion\nVERDICT: FALSE
hard2_0047,False,False,True,True,labeled:FALSE,209.30,3349,568,0.000239,REASONING: default false fallback\nVERDICT: FALSE
hard2_0048,False,False,True,True,labeled:FALSE,253.15,3351,837,0.000290,REASONING: default false fallback\nVERDICT: FALSE
hard2_0049,True,True,True,True,labeled:TRUE,291.37,3351,324,0.000192,"REASONING: rv=4, Lx=FALSE, Rx=FALSE matches contradiction motif C1.  \nVERDICT: TRUE\nPROOF: By rule 2.8 (contradiction motif), the source equation x = y * (((z * w) * x) * y) has RHS containing four "
hard2_0050,True,False,False,True,labeled:FALSE,403.85,3348,2317,0.000571,REASONING: default false fallback\nVERDICT: FALSE
hard2_0051,False,False,True,True,labeled:FALSE,446.78,3351,1305,0.000379,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0052,False,False,True,True,labeled:FALSE,489.31,3351,1072,0.000334,VERDICT: FALSE\nREASONING: default false fallback
hard2_0053,True,True,True,True,labeled:TRUE,524.76,3352,493,0.000224,"REASONING: The source equation is bare: x = T with T = y * (x * (z * (x * z))). Features: rv=3, Lx=FALSE, Rx=FALSE, xTop=right, ts=v-m, xCount=2, rTot=[1,2,2]. This matches contradiction motif C2.\n\n"
hard2_0054,False,False,True,True,labeled:FALSE,577.24,3351,707,0.000265,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0055,False,False,True,True,labeled:FALSE,644.01,3351,1088,0.000337,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0056,False,False,True,True,labeled:FALSE,22.14,3352,732,0.000270,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0057,True,False,False,True,labeled:FALSE,87.91,3352,1066,0.000333,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0058,True,False,False,True,labeled:FALSE,131.07,3352,810,0.000285,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard2_0059,True,True,True,True,labeled:TRUE,175.23,3352,405,0.000208,"REASONING: The source equation is bare: x = (y*x)*(z*(x*w)). The term on the right contains four distinct variables (y, x, z, w), so rv = 4. The leftmost variable of the term is y (not x) and the righ"
hard2_0060,True,False,False,True,labeled:FALSE,226.51,3351,492,0.000224,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
