problem_id,expected,predicted,correct,parse_ok,raw_verdict,latency_s,input_tokens,output_tokens,cost_usd,response_text
hard1_0001,False,False,True,True,labeled:FALSE,611.16,3531,978,0.000886,"REASONING:\nEq1: x = y * (y * ((x * y) * x))\nEq2: x * y = ((z * x) * w) * y\n\nStep 1: Extract Features\nEq1: LHS = x, RHS = y * (y * ((x * y) * x))\nEq2: LHS = x * y, RHS = ((z * x) * w) * y\n\nStep"
hard1_0002,False,False,True,True,labeled:FALSE,231.01,3532,742,0.000791,"REASONING:\nEq1: x * (y * z) = (z * w) * w\nEq2: x * (y * x) = (x * y) * z\n\nStep 1: Extract Features\nEq1: LHS = x * (y * z), RHS = (z * w) * w\nWORD(LHS) = [x, y, z], WORD(RHS) = [z, w, w]\nSET(LHS"
hard1_0003,True,True,True,True,labeled:TRUE,228.58,3529,463,0.000679,"REASONING:\nEq1: x = ((y * y) * z) * x\nEq2: x = x * (((y * x) * x) * x)\n\nStep 1: Extract Features\nEq1: x = ((y * y) * z) * x\n- Bare: Yes (LHS is x)\n- P = ((y * y) * z) * x\n- WORD(P) = [y, y, z,"
hard1_0004,False,False,True,True,labeled:FALSE,418.22,3532,763,0.000800,"REASONING:\nEq1: (x * y) * x = (x * z) * w\nEq2: x * (y * y) = x * (z * y)\n\nStep 1: Extract Features\nEq1: LHS = (x * y) * x, RHS = (x * z) * w\nWORD(LHS) = [x, y, x], WORD(RHS) = [x, z, w]\nSET(LHS"
hard1_0005,False,False,True,True,labeled:FALSE,66.58,3531,1107,0.000937,"REASONING:\nEq1: x = ((y * z) * (z * x)) * y\nEq2: x * x = (y * (y * y)) * y\n\nStep 1: Extract Features\nEq1: Bare source x = T.\nT = ((y * z) * (z * x)) * y\nWORD(T) = [y, z, z, x, y]\nSET(T) = {x, "
hard1_0006,False,False,True,True,labeled:FALSE,189.18,3524,463,0.000679,"REASONING:\nEq1: x * x = (x * y) * z\nEq2: x * x = (y * z) * w\n\nStep 1: Extract Features\nEq1: LHS = x * x, RHS = (x * y) * z. WORD(LHS) = [x, x], WORD(RHS) = [x, y, z].\nEq2: LHS = x * x, RHS = (y "
hard1_0007,True,True,True,True,labeled:TRUE,415.04,3531,448,0.000674,"REASONING:\nEq1: x = (y * (y * (y * z))) * x\nEq2: x * y = z * (w * (w * y))\n\nStep 1: Extract Features\nEq1: LHS = x, RHS = (y * (y * (y * z))) * x. Bare source.\nEq2: LHS = x * y, RHS = z * (w * (w"
hard1_0008,False,True,False,True,labeled:TRUE,45.24,3532,287,0.000609,REASONING:\nEq1: x = x * (y * ((y * z) * y))\nEq2: x = x * ((x * (x * x)) * x)\n\nStep 1: Extract Features\nEq1 is bare: x = T where T = x * (y * ((y * z) * y)).\nEq2 is bare: x = S where S = x * ((x 
hard1_0009,False,False,True,True,labeled:FALSE,203.19,3532,1229,0.000986,"REASONING:\nEq1: x = ((x * x) * (y * z)) * y\nEq2: x = ((x * (y * x)) * x) * y\n\nStep 1: Extract Features\nEq1: LHS = x, RHS = ((x * x) * (y * z)) * y. Bare source.\nEq2: LHS = x, RHS = ((x * (y * x)"
hard1_0010,False,False,True,True,labeled:FALSE,403.66,3532,680,0.000766,"REASONING:\nEq1: (x * x) * y = (y * y) * z\nEq2: x * (y * y) = x * (z * z)\n\nStep 1: Extract Features\nEq1: LHS WORD=[x, x, y], RHS WORD=[y, y, z]. SET LHS={x, y}, SET RHS={y, z}.\nEq2: LHS WORD=[x, "
hard1_0011,False,False,True,True,labeled:FALSE,475.63,3534,797,0.000814,REASONING:\nEq1: x = (x * (y * z)) * (w * y)\nEq2: x = (y * (z * w)) * (u * z)\n\nStep 1: Extract Features\nEq1: Bare source x = T. T = (x * (y * z)) * (w * y).\nEq2: Bare source x = S. S = (y * (z * 
hard1_0012,False,True,False,True,labeled:TRUE,160.15,3532,367,0.000641,"REASONING:\nEq1: (x * y) * x = (z * w) * u\nEq2: x * (x * x) = x * (y * y)\n\nStep 1: Extract Features\nEq1: LHS = (x * y) * x, RHS = (z * w) * u\nEq2: LHS = x * (x * x), RHS = x * (y * y)\n\nStep 2: "
hard1_0013,True,False,False,True,labeled:FALSE,262.17,3530,781,0.000807,"REASONING:\nEq1: x * y = ((z * y) * x) * x\nEq2: x * y = y * (y * (y * y))\n\nStep 1: Extract Features\nEq1: LHS = x * y, RHS = ((z * y) * x) * x.\nWORD(LHS) = [x, y], WORD(RHS) = [z, y, x, x].\nSET(L"
hard1_0014,False,False,True,True,labeled:FALSE,460.68,3533,1027,0.000905,"REASONING:\nEq1: x = (y * x) * (x * (x * z))\nEq2: x = y * (z * (z * (x * y)))\n\nStep 1: Extract Features\nEq1: Bare source x = P where P = (y * x) * (x * (x * z)).\nWORD(P) = [y, x, x, x, z]\nSET(P)"
hard1_0015,False,False,True,True,labeled:FALSE,73.20,3531,749,0.000794,"REASONING:\nEq1: x * x = x * (y * (z * y))\nEq2: x * (x * x) = x * (y * x)\n\nStep 1: Extract Features\nEq1: LHS = x * x, RHS = x * (y * (z * y))\nEq2: LHS = x * (x * x), RHS = x * (y * x)\n\nStep 2: "
hard1_0016,False,False,True,True,labeled:FALSE,374.98,3534,1250,0.000995,"REASONING:\nEq1: x = (x * y) * (x * (y * z))\nEq2: x = (x * y) * (x * (z * y))\n\nStep 1: Extract Features\nEq1: LHS = x, RHS = (x * y) * (x * (y * z))\nEq2: LHS = x, RHS = (x * y) * (x * (z * y))\n\n"
hard1_0017,False,False,True,True,labeled:FALSE,585.61,3532,836,0.000829,"REASONING:\nEq1: x = y * (((x * y) * x) * y)\nEq2: x = ((x * (y * z)) * z) * y\n\nStep 1: Extract Features\nEq1: LHS = x, RHS = y * (((x * y) * x) * y). Bare source.\nEq2: LHS = x, RHS = ((x * (y * z)"
hard1_0018,True,False,False,True,labeled:FALSE,417.77,3533,1420,0.001063,REASONING:\nEq1: x = ((y * x) * y) * (z * z)\nEq2: x = x * (((x * y) * x) * y)\n\nStep 1: Extract Features\nEq1: Bare source x = P where P = ((y * x) * y) * (z * z).\nEq2: Bare target x = S where S = 
hard1_0019,False,False,True,True,labeled:FALSE,28.93,3530,853,0.000835,"REASONING:\nEq1: x * y = (x * (y * x)) * z\nEq2: x * y = (x * (x * z)) * x\n\nStep 1: Extract Features\nEq1: LHS = x * y, RHS = (x * (y * x)) * z\nWORD(LHS) = [x, y], WORD(RHS) = [x, y, x, z]\nSET(LHS"
hard1_0020,False,False,True,True,labeled:FALSE,172.13,3532,484,0.000688,"REASONING:\nEq1: x * (y * z) = (x * x) * z\nEq2: x * (y * z) = (y * y) * x\n\nStep 1: Extract Features\nEq1: WORD(LHS) = [x, y, z], WORD(RHS) = [x, x, z]. SET(LHS) = {x, y, z}, SET(RHS) = {x, z}.\nEq2"
